station_id,station_name,state_id,lat,lon,elevation_m
A1064,GRAND RAPIDS,,42.9847,-85.6711,188.976
A1181,Tulsa,,36.2067,-95.9764,198.12
A1183,Blaine,,45.1425,-93.2139,274.0152
A1184,Minneapolis-Near Road,,44.9653,-93.2551,253.8984
A1351,Phoenix JLG Supersite,,33.5036,-112.095,345.03360000000004
A1710,Indpls - I-70 E,,39.78793,-86.13088,223.11360000000002
A2642,G.T.Craig,,41.49219,-81.67855,203.9112
A2679,Del Norte,,35.1353,-106.5847,1590.1416000000002
A2823,Bismarck Residential,,46.8253,-100.7681,579.12
A3124,McMillan Reservoir,,38.92185,-77.01318,46.9392
A3135,RUTLAND,,43.60853,-72.98246,173.12640000000002
A3147,Ute 1,,37.13678,-107.62863,1993.0872000000002
A3331,MATH & SCIENCE CTR,,37.55652,-77.40027,50.9016
A3386,Jerome Mack,,36.14188,-115.07874,538.8864
A3497,New Haven - Criscuolo Park,,41.30129,-72.90269,14.020800000000001
A3610,Sebastopol,,38.40377,-122.81829,21.031200000000002
A3686,GARINGER,,35.2411,-80.7831,234.08640000000003
A3715,Millbrook NCore,,35.8561,-78.5742,102.108
A3762,Cannons Lane,,38.2286,-85.6544,163.068
A3774,Londonderry - Moose Hill,,42.86253,-71.38014,104.8512
A3780,NEW,,39.99139,-75.08083,7.010400000000001
A3805,Portland - SE Lafayette,,45.496641,-122.602877,70.104
A3810,Portland Near Road,,45.39916,-122.7455,53.949600000000004
A4075,South Valley,,35.0186,-106.6519,1512.1128
A4336,EAST VINTON ELEMENTARY SCHOOL,,37.2856,-79.8842,339.85200000000003
A4340,HAMPTON,,37.10368,-76.38695,3.9624
A4403,La Casa NCORE - 4545 Navajo St.,,39.7794,-105.00523,1602.9432000000002
A4441,Winter Park,,28.5997,-81.3628,32.9184
A4536,Oakland,,37.74306,-122.16991,10.972800000000001
A4537,Oakland West,,37.8148,-122.2824,3.9624
A4539,Berkeley Aquatic Park,,37.86477,-122.30274,0.0
A4541,San Rafael,,37.9722,-122.5189,3.9624
A4542,San Francisco,,37.7658,-122.3978,7.9248
A4543,Redwood City,,37.4828,-122.2022,3.9624
A4544,San Jose - Jackson St.,,37.3483,-121.8947,18.8976
A4585,North Holywood,,34.18198,-118.36304,199.644
A4669,Reno4,,39.52192,-119.79544,1361.8464000000001
A4742,Riverton Mobile,,43.024214,-108.363703,1499.3112
A4811,Walnut Rec.,,36.21447,-115.09144,563.88
A4827,Skyview,,28.45317,-81.39714,32.9184
A4840,Stockton - University Park,,37.96158,-121.28141,6.096
AMB10,AIRQ_10014,,33.74728,-116.95075,
AMB101,AIRQ_10458,,45.44875,-122.62391,
AMB1089,AIRQ_1856,,28.10515,-82.48951,
AMB1133,AIRQ_1896,,42.2738,-83.78721,
AMB12,AIRQ_10019,,34.12865,-118.1468,
AMB1206,AIRQ_1962,,33.91333,-118.3566,
AMB123,AIRQ_10629,,41.62707,-73.14189,
AMB137,AIRQ_10696,,39.98384,-75.81755,
