station_id,station_name,state_id,lat,lon,elevation_m
A3761,WATSON,KY,38.0608,-85.8961,135.0264
A3763,Carrithers Middle School,KY,38.1825,-85.5744,220.06560000000002
A3765,Voyageurs NP,MN,48.4128,-92.8292,428.85360000000003
A3767,Glacier NP,MT,48.5103,-113.9956,969.8736
A3770,Mt. Washington base,NH,44.30813,-71.21764,452.01840000000004
A3771,Nashua - Gilson Rd.,NH,42.71865,-71.52242,63.0936
A3773,Odiorne State Park,NH,43.04527,-70.71396,3.9624
A3778,Columbus NR - Smoky Row,OH,40.11109,-83.06538,270.0528
A3780,NEW,PA,39.99139,-75.08083,7.010400000000001
A3781,TOR,PA,40.05417,-74.98517,11.8872
A3782,MON,PA,39.98884,-75.20721,32.004000000000005
A3784,Cades Cove - GSMNP,TN,35.6031,-83.7836,565.0992
A3799,Burns - Washington St.,OR,43.58925,-119.0483,1267.968
A3801,Grants Pass - Parkside School,OR,42.434149,-123.348466,278.892
A3804,Turner - CJHS,OR,44.81029,-122.915085,102.108
A3805,Portland - SE Lafayette,OR,45.496641,-122.602877,70.104
A3806,Pendleton - McKay Creek,OR,45.652231,-118.823033,320.04
A3813,Rocky Mountain NP,CO,40.2778,-105.5453,2748.9912
A3814,Hartford-Huntley,CT,41.77144,-72.67992,18.8976
A3817,MUNRO STREET,FL,27.95513,-82.46953,10.972800000000001
A3818,Chippewa Lake,OH,41.0604,-81.9239,317.9064
A3819,Thomas Jefferson School C303,TX,29.9219,-93.9139,6.096
A3822,Dinosaur National Monument,UT,40.4372,-109.3047,1463.04
A3826,Ojo De Agua C1021,TX,31.86244,-106.54756,1247.8512
A3831,Yellowstone- Old Faithful Snow Lodge,WY,44.37306,-110.831,2510.9424
A3833,FAIRHOPE,AL,30.4889,-87.8706,29.8704
A3844,Huntsville Old Airport,AL,34.6917,-86.5917,177.08880000000002
A3845,Huntsville Capshaw,AL,34.7727,-86.7561,228.90480000000002
A3846,CHICK.,AL,30.7697,-88.0875,13.1064
A3847,BAYROAD,AL,30.4744,-88.1411,10.0584
A3848,MONTG,AL,32.4069,-86.2564,61.8744
A3850,PC South Girard School,AL,32.43703,-84.99965,99.06
A3851,HELENA,AL,33.3169,-86.825,145.0848
A3854,Garden,AK,61.20586,-149.8246,34.1376
A3862,LEHI,AZ,33.4745,-111.8051,377.0376
A3864,Orange Grove,AZ,32.32257,-111.03771,680.9232000000001
A3866,22nd Street & Craycroft,AZ,32.205,-110.8772,789.1272
A3867,Tangerine & Camino de Oeste,AZ,32.4253,-111.0669,796.1376
A3870,Green Valley,AZ,31.8794,-110.9964,893.0640000000001
A3872,Coachline,AZ,32.3806,-111.1272,638.8608
A3874,AJ Maintenance Yard,AZ,33.4206,-111.5033,549.8592
A3878,Prescott Pioneer Park,AZ,34.61205,-112.46321,1595.9328
A3879,MARION,AR,35.1967,-90.1911,64.92240000000001
A3880,DEER,AR,35.8325,-93.2192,663.8544
A3884,ADEQ-DSR,AR,34.6811,-92.3283,106.0704
A3885,SPRNGDLE,AR,36.1797,-94.1167,409.0416
A3886,Fayetteville,AR,36.0117,-94.16744,377.0376
A3889,Alpine,CA,32.8423,-116.76833,627.888
A3892,Yreka,CA,41.72679,-122.63359,798.8808
A3897,BELLFNT2,DE,39.7739,-75.4964,61.8744
A3899,TakomaRec,DC,38.9701,-77.01672,77.1144
A3900,NCORE,FL,26.05405,-80.25761,10.0584
A3902,Sheffield Elementary School,FL,30.4758,-81.5869,11.8872
A3904,Pepsi Place,FL,30.26281,-81.60683,7.010400000000001
A3907,Athens,GA,33.925,-83.3575,213.9696
A3909,Albany,GA,31.5767,-84.1002,67.9704
A3910,Rome,GA,34.26054,-85.32333,181.96560000000002
A3911,Gwinnett Tech,GA,33.9636,-84.0664,296.8752
A3912,Gainesville,GA,34.3003,-83.8139,384.9624
A3915,Columbus Airport,GA,32.5214,-84.9436,131.9784
A3918,Shoshone Bannock Tribes,ID,42.58983,-112.45889,1705.0512
A3921,Idaho City,ID,43.82302,-115.83856,1182.0144
A3922,Garden Valley,ID,44.1045,-115.97239,940.0032
A3933,CHI_SWFP,IL,41.7558,-87.5453,181.05120000000002
A3935,LEMONT,IL,41.6681,-87.9906,224.02800000000002
A3937,DESPLNS,IL,42.0603,-87.8631,199.0344
A3940,EFFINGHM,IL,39.0667,-88.5483,174.95520000000002
A3941,JERSEYVL,IL,39.10144,-90.34449,182.88
A3944,NORMAL,IL,40.5169,-88.9975,242.9256
A3949,PEORIA_H,IL,40.745,-89.5861,220.06560000000002
A3950,HOUSTON,IL,38.1761,-89.7883,135.0264
A3951,Springfield Ag,IL,39.83192,-89.64416,177.08880000000002
A3952,SPFD_IB,IL,39.83152,-89.64092,175.86960000000002
A3960,Bristol,IN,41.7178,-85.8247,237.1344
A3972,Indpls-Ft. Harrison,IN,39.8589,-86.0214,259.99440000000004
A3973,Indpls-W.18th St,IN,39.7889,-86.2147,224.02800000000002
A3979,Granger-Beckley St.,IN,41.75487,-86.11009,245.0592
A3981,Lafayette-Greenbush St,IN,40.4316,-86.8525,202.9968
A3986,Boonville,IN,38.0519,-87.2783,124.0536
A3987,COGGON,IA,42.2806,-91.5269,281.0256
A3989,Leavenworth-U.S. Penitentiary,KS,39.3275,-94.9513,270.0528
A3990,Chanute,KS,37.67696,-95.47594,306.0192
A3991,WHlthDpt,KS,37.7011,-97.3139,402.0312
A3993,KNI-Topeka,KS,39.0242,-95.7114,281.94
A3995,Cedar Bluff,KS,38.7703,-99.7636,675.1320000000001
A3997,Near Road,KY,38.1935,-85.7121,159.1056
A3998,Shreveport Airport,LA,32.5364,-93.7492,53.0352
A4000,Thibodaux,LA,29.7639,-90.7653,7.010400000000001
A4005,Madisonville,LA,30.4293,-90.1997,10.0584
A4006,Calvert,MD,38.53672,-76.61719,46.0248
A4012,Fall River,MA,41.6833,-71.1697,32.9184
A4013,Wampanoag Laboratory - Martha's Vineyard,MA,41.3306,-70.7859,2.1336
A4014,SPRINGFIELDSP,MA,42.12025,-72.58499,59.1312
A4015,Chelmsford,MA,42.6267,-71.3622,46.9392
A4017,Worcester,MA,42.2639,-71.7947,148.1328
A4024,Detroit Lakes,MN,46.8511,-95.8467,416.9664
A4026,Fond du Lac,MN,46.71369,-92.51172,387.096
A4027,Leech Lake Nation: Cass Lake,MN,47.38443,-94.60166,406.908
A4031,Minneapolis-Phillips,MN,44.9536,-93.2581,260.9088
A4033,Marshall,MN,44.4572,-95.835,358.14000000000004
A4034,Mille Lacs,MN,46.2056,-93.7589,381.9144
A4041,St. Cloud,MN,45.55,-94.1333,313.0296
A4042,Marine on St. Croix,MN,45.168,-92.7651,231.03840000000002
A4043,St. Michael,MN,45.2108,-93.6686,287.1216
A4048,Hinds CC,MS,32.34691,-90.22593,106.0704
A4051,FGRLAKES,MO,39.07803,-92.31632,228.90480000000002
A4053,Orchard Farm,MO,38.8994,-90.44917,135.0264
A4054,Davey,NE,40.98497,-96.67143,385.8768
A4055,2912 Coffey,NE,41.13332,-95.95608,327.9648
A4056,Fallon,NV,39.47247,-118.78362,1213.104
A4063,Brigantine,NJ,39.46487,-74.44874,3.9624
A4068,Jersey City FH,NJ,40.72545,-74.05229,3.9624
A4069,Rutgers University,NJ,40.46218,-74.42944,20.1168
A4071,Colliers Mills,NJ,40.06485,-74.44406,43.891200000000005
A4075,South Valley,NM,35.0186,-106.6519,1512.1128
A4078,Solano Drive,NM,32.3169,-106.7669,1209.1416000000002
A4079,Las Cruces ED,NM,32.31033,-106.75121,1229.8680000000002
A4080,Albany,NY,42.6425,-73.7547,7.010400000000001
A4081,Loudonville,NY,42.6769,-73.7556,99.06
A4084,Pfizer Lab,NY,40.868,-73.8782,32.9184
A4087,Buffalo,NY,42.8781,-78.8094,182.88
A4100,Middleport,NY,43.2189,-78.4792,148.1328
A4103,Newburgh,NY,41.4994,-74.0097,38.1
A4106,Mt Ninham,NY,41.4561,-73.7103,198.12
A4110,Fresh Kills,NY,40.5802,-74.1994,-0.9144000000000001
A4112,Stillwater,NY,43.0122,-73.6492,121.0056
A4113,Pinnacle State Park,NY,42.0972,-77.2103,495.9096
A4114,Babylon,NY,40.7356,-73.4061,24.0792
A4117,Williamson,NY,43.2303,-77.1728,138.0744
A4118,White Plains,NY,41.0522,-73.7642,64.00800000000001
A4119,Taylorsville Liledoun,NC,35.9138,-81.191,352.95840000000004
A4120,BNTCR,NC,35.5,-82.6,633.984
A4123,HICKORY,NC,35.72889,-81.36556,352.04400000000004
A4127,Durham Armory,NC,36.03296,-78.90404,104.8512
A4135,JOHNSTON,NC,35.59095,-78.4622,81.9912
A4136,CROUSE,NC,35.43856,-81.27675,270.9672
A4137,JAMESVIL,NC,35.81066,-76.90625,14.020800000000001
A4138,University Meadows,NC,35.31416,-80.71347,213.0552
A4140,CASTLE H,NC,34.36417,-77.83861,9.144
A4149,Lima,OH,40.771,-84.0539,267.9192
A4150,Conneaut,OH,41.9597,-80.57281,191.1096
A4152,Hamilton,OH,39.38467,-84.54054,202.9968
A4154,Mud Run,OH,39.85567,-83.99773,253.8984
A4155,Springfield PM,OH,39.92882,-83.80949,284.988
A4157,6th District,OH,41.55523,-81.57526,192.024
A4161,New Albany,OH,40.0845,-82.81552,309.0672
A4163,Xenia,OH,39.66575,-83.94285,284.0736
A4164,Steubenville,OH,40.36645,-80.61569,219.15120000000002
A4166,Eastlake,OH,41.67301,-81.42246,188.0616
A4167,Painesville - JFS,OH,41.72681,-81.24216,203.9112
A4169,Ironton - ODOT,OH,38.50811,-82.6593,167.94480000000001
A4173,Waterville,OH,41.49417,-83.71894,188.976
A4174,Cooley Canal,OH,41.669,-83.28717,173.12640000000002
A4181,Lake Rockwell,OH,41.18247,-81.33049,321.8688
A4182,Canton,OH,40.80072,-81.373,320.9544
A4189,Youngstown - Laird Ave.,OH,41.23172,-80.80116,278.892
A4192,Healdton,OK,34.2569,-97.4742,291.084
A4193,Moore,OK,35.32,-97.4883,373.9896
A4197,McAlester,OK,34.90608,-95.79413,270.9672
A4198,Baker City - Forest Service,OR,44.78822,-117.8446,1042.1112
A4202,Bend - Pump Station,OR,44.06392,-121.31255,1096.0608
A4210,Eugene - Highway 99,OR,44.06722,-123.14135,123.1392
A4215,Albany - Calapooia School,OR,44.61569,-123.09146,71.0184
A4219,Salem - State Hospital,OR,44.94311,-123.00593,61.8744
A4220,Cove - City Hall,OR,45.30088,-117.8129,872.9472000000001
A4221,Enterprise - US Forest Service,OR,45.42635,-117.29607,1163.1168
A4222,Beaverton - Highland Park School,OR,45.4702,-122.8159,81.0768
A4227,Harrison Township,PA,40.61386,-79.72957,301.1424
A4244,Erie,PA,42.1428,-80.0372,200.8632
A4261,NEA,PA,40.0767,-75.0108,31.0896
A4262,RIT,PA,39.92252,-75.18678,10.972800000000001
A4263,FAB,PA,39.9603,-75.1424,10.972800000000001
A4275,Trenton,SC,33.7397,-81.8536,193.8528
A4289,Badlands,SD,43.74694,-101.94111,740.0544
A4290,Black Hawk,SD,44.15564,-103.31577,1071.9816
A4292,Credit Union,SD,44.0874,-103.27378,1026.8712
A4294,MARYVILL,TN,35.7683,-83.9422,323.088
A4296,LOCKLAND,TN,36.1767,-86.7386,153.924
A4297,PERCY PRIEST DAM,TN,36.1506,-86.6211,162.1536
A4298,DYERTEOM,TN,36.0528,-89.3819,99.9744
A4301,Eastside,TN,35.1028,-85.1622,269.1384
A4302,NMARKET,TN,36.1144,-83.6014,312.1152
A4304,AIR LAB,TN,35.9803,-83.9306,278.892
A4307,ATHENS,TN,35.4511,-84.5992,301.1424
A4308,Columbia,TN,35.65188,-87.0096,219.15120000000002
A4311,FRAYSER,TN,35.2175,-90.0194,85.95360000000001
A4312,SHELBY FARMS,TN,35.15159,-89.85022,86.86800000000001
A4314,Kingsport,TN,36.5408,-82.5217,391.9728
A4315,BVILLE,TN,36.5408,-82.4258,484.9368
A4316,KSPORT,TN,36.5819,-82.4858,424.8912
A4323,Haws Athletic Center C310,TX,32.7592,-97.3414,167.03040000000001
A4325,Albemarle HS,VA,38.0766,-78.504,173.12640000000002
A4327,SHIRLEY PLANTATION,VA,37.3419,-77.2608,4.8768
A4329,FRANCONIA,VA,38.7717,-77.1089,64.92240000000001
A4332,HANOVER,VA,37.6061,-77.2189,47.8536
A4334,Shenandoah NP,VA,38.5231,-78.4347,1070.1528
A4335,JAMES S. LONG PARK,VA,38.8553,-77.6356,113.99520000000001
A4337,Rockingham,VA,38.4772,-78.8167,384.9624
A4338,WIDEWATER,VA,38.4831,-77.3703,49.0728
A4339,RURAL RETREAT,VA,36.8931,-81.255,751.9416
A4340,HAMPTON,VA,37.10368,-76.38695,3.9624
A4346,Leavenworth-Evans St,WA,47.5988,-120.6647,362.10240000000005
A4347,Port Angeles-E 5th St,WA,48.115,-123.43643,29.8704
A4352,Mesa-Pepoit Way (temp SO),WA,46.5754,-119.0021,223.11360000000002
A4353,Moses Lake-Balsam St,WA,47.1303,-119.2726,323.088
A4355,Taholah-Quinault Tribe,WA,47.3398,-124.2918,14.020800000000001
A4360,Bremerton-Spruce Ave,WA,47.59268,-122.6274,78.0288
A4364,Twisp-Glover St,WA,48.3645,-120.1211,491.0328
A4371,Colbert-Greenbluff,WA,47.80823,-117.34327,579.12
A4372,Spokane-E Broadway Ave,WA,47.66396,-117.25765,613.8672
A4377,Lacrosse-Hill St,WA,46.8153,-117.8739,463.90560000000005
A4378,Rosalia-Josephine St,WA,47.2313,-117.3685,690.0672000000001
A4394,Cut Bank,MT,48.60741,-112.36384,1167.9936
A4395,Wampanoag Laboratory-Martha's Vineyard,MA,41.3306,-70.7889,10.0584
A4396,Catawba Indian Nation,SC,34.91263,-80.87428,156.972
A4398,San Antonio,FL,28.3322,-82.3056,31.0896
A4399,Holiday,FL,28.1953,-82.7578,6.096
A4402,Denver - NJH - 14th Ave. & Albion St.,CO,39.7386,-104.9394,1623.0600000000002
A4404,I25 Denver,CO,39.73214,-105.01531,1588.008
A4409,Rifle Particulate,CO,39.5318,-107.7823,1631.8992
A4412,Fort Collins - West - Laporte Ave. & Overland Tr.,CO,40.59254,-105.1411,1570.0248000000001
A4414,Palisade Ozone,CO,39.1306,-108.3139,1531.9248
A4416,Bondville,IL,40.0519,-88.3724,213.0552
A4421,Laurel Oaks Elementary,FL,26.2992,-81.72,14.9352
A4422,Lake City,FL,30.1783,-82.6192,39.0144
A4424,Flagler County,FL,29.48908,-81.27683,13.1064
A4428,Clermont,FL,28.525,-81.7231,29.8704
A4429,Cape Coral Fire Station,FL,26.5475,-81.9797,3.048
A4431,Tallahassee Community College,FL,30.4397,-84.3483,32.004000000000005
A4432,Port Manatee,FL,27.6331,-82.5458,3.048
A4433,G. T. Bray Park,FL,27.4808,-82.6186,13.1064
A4435,YMCA - Marion County,FL,29.1708,-82.1008,39.0144
A4436,County Sheriff Impound,FL,29.1928,-82.1733,27.127200000000002
A4437,Stuart,FL,27.17246,-80.24069,10.0584
A4443,Belle Glade,FL,26.72417,-80.66306,6.096
A4444,Lantana Preserve,FL,26.59381,-80.05892,10.0584
A4449,Woodlawn,FL,30.3942,-87.0081,14.020800000000001
A4451,Jackson Road,FL,27.0892,-82.3625,6.096
A4453,Blind Services; 1185-A Dunn Ave,FL,29.2069,-81.0531,13.1064
A4457,MIDAIR,KY,36.6081,-83.7369,348.99600000000004
A4462,GRAYSON,KY,38.2383,-82.9883,206.9592
A4470,SMITHLD,KY,37.1556,-88.3931,104.8512
A4480,Reading Airport,PA,40.3833,-75.9686,91.1352
A4494,King Greenleaf Rec Center,DC,38.87516,-77.01282,6.096
A4497,HUNTINGTON,WV,38.41024,-82.43244,173.12640000000002
A4500,Bellevue-SE 12th,WA,47.60086,-122.1484,92.964
A4501,Bellingham Pacifc,WA,48.76004,-122.45646,22.86
A4505,Rockford,IL,42.267,-89.08917,230.12400000000002
A4506,ChelmsfordNR,MA,42.61211,-71.30752,45.110400000000006
A4507,Flax Pond,NY,40.96102,-73.13913,6.096
A4516,Havre,MT,48.55102,-109.67748,758.0376
A4521,Jacobs,CA,40.77694,-124.1775,32.004000000000005
A4523,Columbus - Rocky Ford Rd,IN,39.23746,-85.89133,195.072
A4525,Elkhart-Prairie St.,IN,41.65694,-85.96833,234.08640000000003
A4527,Madawaska PSB,ME,47.3553,-68.3211,177.08880000000002
A4531,Bangor MSS,ME,44.8174,-68.77276,46.0248
A4537,Oakland West,CA,37.8148,-122.2824,3.9624
A4540,Hayward,CA,37.6547,-122.0317,281.94
A4541,San Rafael,CA,37.9722,-122.5189,3.9624
A4542,San Francisco,CA,37.7658,-122.3978,7.9248
A4544,San Jose - Jackson St.,CA,37.3483,-121.8947,18.8976
A4545,San Jose - Knox Ave,CA,37.3382,-121.84989,29.8704
A4548,San Diego - Sherman Elementary School,CA,32.710177,-117.142665,35.052
A4551,Greeley Hospital,CO,40.4147,-104.7061,1442.9232000000002
A4552,Rosenstiel,FL,25.7325,-80.1622,3.048
A4560,Raymone-4th St,WA,46.68822,-123.73176,4.2672
A4574,Valdosta,GA,30.8486,-83.2933,57.302400000000006
A4578,Dixie,LA,32.6833,-93.8617,52.1208
A4579,Nursery Rd,ID,47.71539,-116.82725,685.1904000000001
A4580,James Town Mobile,WY,41.55643,-109.53044,1859.5848
A4585,North Holywood,CA,34.18198,-118.36304,199.644
A4587,Casa Grande Downtown,AZ,32.87758,-111.85222,409.956
A4595,Apache Junction,AZ,33.42,-111.5042,548.9448
A4601,CasaBlanca,AZ,33.11753,-111.88491,366.9792
A4605,Coconut Creek,FL,26.29405,-80.17634,7.9248
A4618,Sawgrass Lake Park,FL,27.83441,-82.66525,9.144
A4620,NR-285,GA,33.69861,-84.27261,249.936
A4624,White Pine,ID,43.5776,-116.17816,836.9808
A4632,Evansville-Lloyd,IN,37.97722,-87.59639,116.12880000000001
A4634,Goodland,KS,39.3428,-101.703,1125.9312
A4636,Weymouth,MA,42.24587,-70.96277,3.9624
A4639,DURHAM,ME,43.97445,-70.12489,50.9016
A4641,Bethel Smith Farm Road,ME,44.37779,-70.8547,202.9968
A4642,Holden,ME,44.73647,-68.67114,239.8776
A4645,Shapleigh Ball Park,ME,43.58889,-70.87734,173.12640000000002
A4655,Ramblewood Park,NC,35.12395,-80.90758,180.13680000000002
A4668,Indian Springs,NV,36.56933,-115.67665,975.9696
A4679,Harvard Yards,OH,41.44668,-81.66242,210.9216
A4684,Talent - Rapp Lane,OR,42.22989,-122.7877,565.0992
A4685,Portland Cully Helensview School,OR,45.5622,-122.57562,24.9936
A4693,Moncks Corner,SC,33.18302,-80.03071,21.945600000000002
A4713,Port Clyde,ME,43.91795,-69.2608,5.7912
A4718,Irving St,SC,32.8366,-79.95698,3.6576000000000004
A4722,Redmond High School,OR,44.275,-121.1905,908.9136000000001
A4726,Bend NE 8th and Emerson,OR,44.05466,-121.29407,1120.14
A4733,Platteville Atmospheric Observatory (PAO),CO,40.18161,-104.72613,1520.3424
A4738,Blue Grass Trail,VA,37.3232,-80.4572,664.7688
A4742,Riverton Mobile,WY,43.024214,-108.363703,1499.3112
A4754,Grand Island DOT,NE,40.91833,-98.37888,574.8528
A4759,Yellow Brick Building,CO,39.19297,-106.82318,2411.8824
A4768,Evergreen,CO,39.62041,-105.33872,2223.2112
A4779,Estacada Clackamas River Elementary School,OR,45.29141,-122.33262,158.1912
A4781,Umatilla,WA,46.2026,-117.9539,680.3136000000001
A4790,SLO Roberto,CA,35.25947,-120.64449,67.056
A4792,Great Plains,OK,34.74583,-98.96769,437.08320000000003
A4793,Burneyville,OK,33.8825,-97.2758,234.08640000000003
A4794,CAPCOG Round Rock Brushy Creek W C1620,TX,30.51385,-97.6667,209.0928
A4795,Garrett Jr. High,NV,35.96985,-114.83501,740.9688
A4796,SF-USD,SD,43.59901,-96.78331,452.62800000000004
A4801,MOUNDSVILLE,WV,39.9158,-80.7342,195.9864
A4805,Rossville-Williams St,GA,34.9784,-85.2943,203.9112
A4807,Aspen Pumphouse,CO,39.19627,-106.8364,2417.0640000000003
A4814,Gillette SLAMS,WY,44.288,-105.51702,1416.1008000000002
A4817,Trenton,NJ,40.22242,-74.76317,20.1168
A4819,Rochester Near-road,NY,43.14502,-77.55761,145.0848
A4820,Bakersfield - Golden State Highway,CA,35.3853,-119.0147,125.5776
A4821,Merced-M St,CA,37.30833,-120.48036,52.1208
A4827,Skyview,FL,28.45317,-81.39714,32.9184
A4835,DOT Miami,FL,25.8975,-80.38,7.9248
A4837,Nogales ITN,AZ,31.29129,-110.95151,1266.1392
A4842,Big Bear,CA,34.26471,-116.86165,2061.0576
A4843,Lake Montebello,MD,39.33746,-76.58905,68.8848
A4844,GADSDEN,AL,33.99134,-85.99265,175.86960000000002
A4845,Morrisania,NY,40.8367,-73.9214,13.1064
A4847,Duncanville Middle School,AL,33.09538,-87.48151,125.8824
A4849,Wade School,NC,35.1487,-78.7068,46.9392
A4854,TRPA Office,NV,38.966434,-119.931016,1954.9872
A4855,Richmond City Near Road,VA,37.59088,-77.46925,60.96
A4857,Youngstown State,OH,41.10618,-80.64057,264.8712
A4858,Nature Center,KY,38.96746,-84.72148,270.9672
A4862,Vermillion,SD,42.78945,-96.90386,376.1232
A4869,Salem Chemeketa Community College,OR,44.97657,-122.97631,56.083200000000005
A4870,Corvallis EPA Office,OR,44.5658,-123.29271,75.8952
